year,donor_code,donor_iso3_code,donor_name,agency_code,agency_name,crs_id,project_number,initial_report,recipient_code,recipient_iso3_code,recipient_name,region_code,region_name,income_group_code,income_group_name,flow_code,flow_name,bilateral_multilateral,category,finance_type,aid_type,usd_commitment,usd_disbursement,usd_received,usd_commitment_deflated,usd_disbursement_deflated,usd_received_deflated,usd_adjustment,usd_adjustment_deflated,usd_amount_untied,usd_amount_partial_tied,usd_amount_tied,usd_amount_untied_deflated,usd_amount_partial_tied_deflated,usd_amount_tied_deflated,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currency_code,commitment_national,disbursement_national,grant_equivalent,usd_grant_equivalent,short_description,project_title,purpose_code,purpose_name,sector_code,sector_name,channel_code,channel_name,channel_reported_name,channel_parent_category,geography,ldc_flag,ldc_flag_name,expected_start_date,completion_date,long_description,sdg_focus,keywords,gender,environment,pdgg,trade,rmnch,drr,nutrition,disability,ftc,pba,investment_project,associated_finance,biodiversity,climate_mitigation,climate_adaptation,desertification,commitment_date,type_repayment,number_repayment,interest_1,interest_2,repay_date_1,repay_date_2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capital_expenditure,psi_flag,psi_add_type,psi_add_assess,psi_add_dev_obj
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000510,0412/15,3,130,DZA,Algeria,10002,North of Sahara,10018,LMICs,13,ODA Loans,1,10,421,C01,,,0.118485,,,0.114925,,,,0,,,0,,,,,,302,,,,,REHABILATATION OF THE SOCIAL HOUSING ALGERIA,REHABILATATION OF THE SOCIAL HOUSING ALGERIA,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,12001,Central Government,Algeria,12000,,,,,,Rehabilatation of the Social Housing ALGERIA,11.1,,,,,,,,,,,,,,,,,,2003-12-29,1,2,0,,2009-10-15,2023-10-15,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000513,0429/18,3,130,DZA,Algeria,10002,North of Sahara,10018,LMICs,13,ODA Loans,1,10,421,C01,,,1.244267,,,1.20688,,,,0,,,0,,,,,,302,,,,,CONSTRUCTION OG (IOOO)HOUSING ALGERIA,CONSTRUCTION OG (IOOO)HOUSING ALGERIA,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,12001,Central Government,Algeria,12000,,,,,,Construction OG (IOOO)Housing ALGERIA,11.1,,,,,,,,,,,,,,,,,,2005-07-21,2,2,2000,,2010-09-15,2025-03-15,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000480,0748/11,3,241,GHA,Ghana,10003,South of Sahara,10018,LMICs,13,ODA Loans,1,10,421,C01,,5.318463,,,5.15866,,,,,0,,,0,,,,,,302,,5.318463,3.349555,3.349555,REHABILITATION AND EXPANSION OF BOLGATANGA REGIONAL HOSPITAL,Rehabilitation and Expansion of Bolgatanga Regional Hospital,12191,Medical services,121,"I.2.a. Health, General",12001,Central Government,Ghana,12000,,,,,,"The project consists of two phases, the first phase is land acquisition for the expansion of the hospital and carrying out the civil works that include constructing a building for administration, completing the maternity complex, constructing a building for doctors 'housing, rehabilitating water supply and sewage networks, rehabilitating electricity networks, restoration of internal roads and rain drainage, and providing medical equipment and furniture for the implementation of the first phase. The second phase of the project includes additional civil works, including establishing a dental and public health unit, establishing a pharmacy, a psychiatry unit, a radiology department, a blood bank unit, an emergency unit, an operations department, rehabilitating the wards of gynaecology and obstetrics, general medicine, pediatric and pulmonology sections, and orthopedics, in addition to establishing a unit for central sterilization, constructing and equipping a mortality building, preparing a building for the kitchen and laundry, setting up, equipping and furnishing housing for doctors and nurses on duty, a mosque, a buildings for workshops, technical services, and treatment of medical waste, completing and expanding Internal roads. The funding includes the provision of medical equipment and furniture for all buildings, with the provision of four ambulances, transportation of medicines , provision of advisory services, and supervision of the implementation of the second phase.",3.8,,,,,,,,,,,,,,,,,,2019-04-09,2,2,1000,,2030-01-15,2049-07-15,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000524,0534/19,3,136,MAR,Morocco,10002,North of Sahara,10018,LMICs,13,ODA Loans,1,10,421,C01,,,0.266667,,,0.258654,,,,0,,,0,,,,,,302,,,,,CONSTRUCTION AND EQUIPPING OF SCHOOLS IN TAMANSOURT - TAMESNA,Construction and Equipping of Schools in Tamansourt - Tamesna,11220,Primary education,112,I.1.b. Basic Education,12001,Central Government,Morocco,12000,,,,,,"Building and equipping 75 primary, elementary, and secondary schools and integrated educational centers , as well as providing the necessary equipment for classrooms, teaching aids, school and office furniture, computers, indoor housing furniture and sports facilities, as well as engineering design and supervision of implementation","4.a,4.3,4.1",,,,,,,,,,,,,,,,,,2010-12-08,2,2,2000,,2016-03-31,2035-09-30,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000524,0534/19,3,136,MAR,Morocco,10002,North of Sahara,10018,LMICs,13,ODA Loans,1,10,421,C01,,,0.266667,,,0.258654,,,,0,,,0,,,,,,302,,,,,CONSTRUCTION AND EQUIPPING OF SCHOOLS IN TAMANSOURT - TAMESNA,Construction and Equipping of Schools in Tamansourt - Tamesna,11320,Upper Secondary Education (modified and includes data from 11322),113,I.1.c. Secondary Education,12001,Central Government,Morocco,12000,,,,,,"Building and equipping 75 primary, elementary, and secondary schools and integrated educational centers , as well as providing the necessary equipment for classrooms, teaching aids, school and office furniture, computers, indoor housing furniture and sports facilities, as well as engineering design and supervision of implementation","4.a,4.3,4.1",,,,,,,,,,,,,,,,,,2010-12-08,2,2,2000,,2016-03-31,2035-09-30,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000482,0560/04,3,64,BIH,Bosnia and Herzegovina,10010,Europe,10019,UMICs,13,ODA Loans,1,10,421,C01,,1.476169,0.900267,,1.431815,0.873216,,,,0,,,0,,,,,,302,,1.476169,0.567681,0.567681,RFUGEES HOUSING REHABILITATION BOSNIA,RFUGEES HOUSING REHABILITATION BOSNIA,16030,Housing policy and administrative management,160,I.6. Other Social Infrastructure & Services,12001,Central Government,Bosnia and Herzegovina government,12000,,,,,,"A- Civil works and includes two phases: Phase I: Rehabilitating and reconstructing about 1,000 houses in several areas. Phase II: Rehabilitating and reconstructing about 9,000 houses distributed in several areas. B- Infrastructure and public services which include: 1. Roads and sidewalks works. 2. Water and drainage network works. 3. Constructing, equipping and providing equipment for the municipal building. 4. Consulting and engineering services: it includes design, studies and supervising the implementation of the project.","11.3,11.1,1.4",,,,,,,,,,,,,,,,,,2012-05-17,2,2,1000,,2016-05-17,2030-05-17,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000543,0637/06,3,617,UZB,Uzbekistan,10009,South & Central Asia,10018,LMICs,13,ODA Loans,1,10,421,C01,,,2,,,1.939906,,,,0,,,0,,,,,,302,,,,,CONSTRUCTION OF MODERN RURAL HOUSES (IN KHWAREZM REGION),Construction of Modern Rural Houses (in Khwarezm Region),43030,Urban development and management,430,IV.2. Other Multisector,12001,Central Government,Uzbekistan Government,12000,,,,,,"The project consists of the construction of 959 housing units in 10 rural provinces in Khwarezm region: Kurlan, Shafat, Yanji Bazar, Kochi Kubir, Urgeng, Khiva, Kanka, Yang Yarak, Bazat, Khaz Arrasb. As well as the construction of 13 residential complexes with social and service facilities, design and supervision of the implementation of housing units and the infrastructure of public service networks and social centers and the establishment of an implementation unit for the projects in the program.",11.3,,,,,,,,,,,,,,,,,,2015-07-28,2,2,2000,,2025-07-15,2035-01-15,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000544,0673/07,3,617,UZB,Uzbekistan,10009,South & Central Asia,10018,LMICs,13,ODA Loans,1,10,421,C01,,,1.494933,,,1.450015,,,,0,,,0,,,,,,302,,,,,"CONSTRUCTION OF MODERN RURAL HOUSES PROJECT IN THE REPUBLIC KARAK, PAKISTAN","Construction of Modern Rural Houses Project in the Republic Karak, Pakistan",43030,Urban development and management,430,IV.2. Other Multisector,12001,Central Government,Uzbekistan Government,12000,,,,,,"The project consists of 668 housing units and the establishment of 14 social and marketing facilities including local service stations, 3 bakeries, 2 shopping centers, sports centers and health units. The project also includes the provision of internal and external networks for water, gas, electricity and various road networks. The project includes providing consultation services, technical studies, designs, preparation of bid documents, analysis of bids and supervising the implementation.",11.3,,,,,,,,,,,,,,,,,,2016-12-05,2,2,2000,,2021-05-15,2040-11-15,,,,,,,,,
2021,21,IRL,Ireland,1,Department of Foreign Affairs,2021000048,B2ICMPS-MICRO001B2ICMPS034,8,764,THA,Thailand,10008,Far East Asia,10019,UMICs,11,ODA Grants,1,10,110,C01,0.007756,0.007756,,0.007354,0.007354,,,,0.007756,,,0.007354,,,,,,,918,0.006559,0.006559,0.006559,0.007756,ICMPS BANGKOK 2021-HAND TO HAND FOUNDATION,ICMPS BANGKOK 2021-HAND TO HAND FOUNDATION,25030,Business development services,250,II.5. Business & Other Services,23000,Developing country-based NGO,Local Aid Recipient,23000,,,,2021-01-01,2021-12-31,"The Hand to Hand Foundation has requested funding for the construction of the area for the micro enterprise projects' training and workspace and the storage shed at the Hand to Hand housing community (Baan Ruang Muang Maprung) which is a learning centre for local unemployed or underemployed people to learn to grow food, participate in cooking school or participate in other micro enterprise projects including furniture making, sewing masks or making trinkets using beads.","4,3,2,12,10,1",,1,0,1,,1,0,2,0,,,1,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,566,SAU,Saudi Arabia,6,Saudi Development Fund,2021000589,0664/25,3,142,EGY,Egypt,10002,North of Sahara,10018,LMICs,13,ODA Loans,1,10,421,C01,,,3.333333,,,3.233177,,,,0,,,0,,,,,,302,,,,,CONSTRUCTION OF KING SALMAN BIN ABDULAZIZ UNIVERSITY AT EL TOR CITY (PHASE II) WITHIN THE KING SALMAN PROGRAM FOR THE DEVELOPMENT OF SINAI PENINSULA,Construction of King Salman bin Abdulaziz University at El Tor City (Phase II) within the King Salman Program for the Development of Sinai Peninsula,11120,Education facilities and training,111,"I.1.a. Education, Level Unspecified",12001,Central Government,Egypt,12000,,,,,,"The project includes the construction of 6 different colleges and the establishment of housing for students. The area of the buildings is estimated at 135,000 m2 with a capacity of 2,500 students. The project consists of the following elements:1. College buildings:Includes the Faculty of Dentistry, Sciences, Physiotherapy, Media and Arts, and College of Pharmaceutical Industries.2. Housing for students:Construction of a five-floor building, the area of one floor is about 1,200 m2.3. Consultation services:Including technical studies, designs, preparation of bid documents, analysis of bids and supervision of project implementation.",4.a,,,,,,,,,,,,,,,,,,2016-04-08,2,2,2000,,2021-01-04,2035-01-10,,,,,,,,,
2021,21,IRL,Ireland,1,Department of Foreign Affairs,2021001343,B2PROGRAMPG024,8,1032,A3_X,"Central America, regional",10005,Caribbean & Central America,10024,Part I unallocated by income,11,ODA Grants,7,10,110,B01,0.259215,0.259215,,0.245773,0.245773,,,,0.259215,,,0.245773,,,,,,,918,0.219192,0.219192,0.219192,0.259215,"PERFORMANCE-BASED PARTNERSHIP SCHEME FOCUSING ON QUALITY PROGRAMMING, UNDERSTANDING  CHANGE AND  RESULTS FOR POOR HOUSEHOLDS AND COMMUNITIES","Performance-based partnership scheme focusing on quality programming, understanding  change and  results for poor households and communities",15150,Democratic participation and civil society,151,I.5.a. Government & Civil Society-general,22000,Donor country-based NGO,Christian Aid Ireland,22000,,,,2021-01-01,2021-12-31,"Overall impact of the programme: Bring about the realisation of human rights for poor & marginalised men & women affected by high inequality, human rights violations & violence in seven conflict or post-conflict countries by addressing issues of governance, tackling violence, building peace & promoting equality for all, particularly gender equality. - Objectives 1: Marginalised women and men realise their human rights by having more equitable access to land, housing, basic services and secure livelihoods, benefit from progressive taxes and fiscal policies and actively participate as citizens and influence decisions that affect their lives. - Outcome 1.1: More equitable and transparent national and municipal budgets for social programmes focused on improving the quality of life of poor and marginalised men and women.Outcome 1.2: Social protection is improved as public policy formulation and implementation at national and municipal level is more transparent and inclusive, including promoting women's control over resources.",16,,1,0,2,,0,0,0,1,,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,21,IRL,Ireland,1,Department of Foreign Affairs,2021000892,B2MISCARAMC283,8,351,HND,Honduras,10005,Caribbean & Central America,10018,LMICs,11,ODA Grants,7,10,110,B01,0.012305,0.012305,,0.011667,0.011667,,,,0.012305,,,0.011667,,,,,,,918,0.010405,0.010405,0.010405,0.012305,MEDICAL MISSIONARIES OF MARY,Medical Missionaries of Mary,16040,Low-cost housing,160,I.6. Other Social Infrastructure & Services,22000,Donor country-based NGO,Misean Cara,22000,,,,2021-01-01,2021-12-31,Eta and Iota hurricane response for displaced families - support with low cost housing for affected families,1,,0,0,0,,0,0,0,0,,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,21,IRL,Ireland,1,Department of Foreign Affairs,2021001340,B2PROGRAMPG021,8,228,BDI,Burundi,10003,South of Sahara,10016,LDCs,11,ODA Grants,7,10,110,B01,0.146308,0.146308,,0.138721,0.138721,,,,0.146308,,,0.138721,,,,,,,918,0.123718,0.123718,0.123718,0.146308,"PERFORMANCE-BASED PARTNERSHIP SCHEME FOCUSING ON QUALITY PROGRAMMING, UNDERSTANDING  CHANGE AND  RESULTS FOR POOR HOUSEHOLDS AND COMMUNITIES","Performance-based partnership scheme focusing on quality programming, understanding  change and  results for poor households and communities",15150,Democratic participation and civil society,151,I.5.a. Government & Civil Society-general,22000,Donor country-based NGO,Christian Aid Ireland,22000,,,,2021-01-01,2021-12-31,"Overall impact of the programme: Bring about the realisation of human rights for poor & marginalised men & women affected by high inequality, human rights violations & violence in seven conflict or post-conflict countries by addressing issues of governance, tackling violence, building peace & promoting equality for all, particularly gender equality. - Objectives 1: Marginalised women and men realise their human rights by having more equitable access to land, housing, basic services and secure livelihoods, benefit from progressive taxes and fiscal policies and actively participate as citizens and influence decisions that affect their lives. - Outcome 1.1:  Principles and practices of human rights are more visible, civic spaces are maintained or broadened at all levels and permit the expression of citizens' voices.Outcome 1.2: Land tenure and housing rights are more secure for poor women, men and children.",16,,1,0,2,,0,0,0,1,,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,21,IRL,Ireland,1,Department of Foreign Affairs,2021001346,B2PROGRAMPG027,8,437,COL,Colombia,10006,South America,10019,UMICs,11,ODA Grants,7,10,110,B01,0.263305,0.263305,,0.249652,0.249652,,,,0.263305,,,0.249652,,,,,,,918,0.222651,0.222651,0.222651,0.263305,"PERFORMANCE-BASED PARTNERSHIP SCHEME FOCUSING ON QUALITY PROGRAMMING, UNDERSTANDING  CHANGE AND  RESULTS FOR POOR HOUSEHOLDS AND COMMUNITIES","Performance-based partnership scheme focusing on quality programming, understanding  change and  results for poor households and communities",15150,Democratic participation and civil society,151,I.5.a. Government & Civil Society-general,22000,Donor country-based NGO,Christian Aid Ireland,22000,,,,2021-01-01,2021-12-31,"Overall impact of the programme: Bring about the realisation of human rights for poor & marginalised men & women affected by high inequality, human rights violations & violence in seven conflict or post-conflict countries by addressing issues of governance, tackling violence, building peace & promoting equality for all, particularly gender equality. - Objectives 1: Marginalised women and men realise their human rights by having more equitable access to land, housing, basic services and secure livelihoods, benefit from progressive taxes and fiscal policies and actively participate as citizens and influence decisions that affect their lives. - Outcome 1.1: Communities have protected, gained access to and control over land.Outcome 1.2: State institutions (including the judiciary) have become more accountable to civil society, communities, victims and partners.Outcome 1.3: More progressive public agendas and elements of progressive policies around taxes and public finances.",16,,1,0,2,,0,0,0,1,,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,21,IRL,Ireland,1,Department of Foreign Affairs,2021001352,B2PROGRAMPG033,8,272,SLE,Sierra Leone,10003,South of Sahara,10016,LDCs,11,ODA Grants,7,10,110,B01,0.188367,0.188367,,0.178599,0.178599,,,,0.188367,,,0.178599,,,,,,,918,0.159283,0.159283,0.159283,0.188367,"PERFORMANCE-BASED PARTNERSHIP SCHEME FOCUSING ON QUALITY PROGRAMMING, UNDERSTANDING  CHANGE AND  RESULTS FOR POOR HOUSEHOLDS AND COMMUNITIES","Performance-based partnership scheme focusing on quality programming, understanding  change and  results for poor households and communities",15150,Democratic participation and civil society,151,I.5.a. Government & Civil Society-general,22000,Donor country-based NGO,Christian Aid Ireland,22000,,,,2021-01-01,2021-12-31,"Overall impact of the programme: Bring about the realisation of human rights for poor & marginalised men & women affected by high inequality, human rights violations & violence in seven conflict or post-conflict countries by addressing issues of governance, tackling violence, building peace & promoting equality for all, particularly gender equality. - Objectives 1: Marginalised women and men realise their human rights by having more equitable access to land, housing, basic services and secure livelihoods, benefit from progressive taxes and fiscal policies and actively participate as citizens and influence decisions that affect their lives. - Outcome 1.1: Increased revenue generation and budgetary allocations for social services, especially health, in compliance with the Public Financial Management Act (2016) and the Finance Act (2016) at national, district and local levels.Outcome 1.2: Security of tenure, livelihoods and appropriate compensation is enhanced.Outcome 1.3: Pregnant, lactating mothers and children under 5, have greater access to inclusive quality health treatment and services.",16,,1,0,2,,0,0,0,1,,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
